0,0,0.9950000000,0.0050000000,0.0000000000,
0,1,0.0000000000,0.9700000000,0.0300000000,
0,2,0.0000000000,0.0000000000,1.0000000000,
1,0,0.9946654976,0.0053345024,0.0000000000,
1,1,0.0000000000,0.9700000000,0.0300000000,
1,2,0.0000000000,0.0000000000,1.0000000000,
2,0,0.9943114862,0.0056885138,0.0000000000,
2,1,0.0000000000,0.9700000000,0.0300000000,
2,2,0.0000000000,0.0000000000,1.0000000000,
3,0,0.9939372247,0.0060627753,0.0000000000,
3,1,0.0000000000,0.9700000000,0.0300000000,
3,2,0.0000000000,0.0000000000,1.0000000000,
4,0,0.9935420000,0.0064580000,0.0000000000,
4,1,0.0000000000,0.9700000000,0.0300000000,
4,2,0.0000000000,0.0000000000,1.0000000000,
5,0,0.9931251357,0.0068748643,0.0000000000,
5,1,0.0000000000,0.9700000000,0.0300000000,
5,2,0.0000000000,0.0000000000,1.0000000000,
6,0,0.9926860032,0.0073139968,0.0000000000,
6,1,0.0000000000,0.9700000000,0.0300000000,
6,2,0.0000000000,0.0000000000,1.0000000000,
7,0,0.9922240326,0.0077759674,0.0000000000,
7,1,0.0000000000,0.9700000000,0.0300000000,
7,2,0.0000000000,0.0000000000,1.0000000000,
8,0,0.9917387250,0.0082612750,0.0000000000,
8,1,0.0000000000,0.9700000000,0.0300000000,
8,2,0.0000000000,0.0000000000,1.0000000000,
9,0,0.9912296655,0.0087703345,0.0000000000,
9,1,0.0000000000,0.9700000000,0.0300000000,
9,2,0.0000000000,0.0000000000,1.0000000000,
10,0,0.9906965369,0.0093034631,0.0000000000,
10,1,0.0000000000,0.9700000000,0.0300000000,
10,2,0.0000000000,0.0000000000,1.0000000000,
11,0,0.9901391334,0.0098608666,0.0000000000,
11,1,0.0000000000,0.9700000000,0.0300000000,
11,2,0.0000000000,0.0000000000,1.0000000000,
12,0,0.9895573755,0.0104426245,0.0000000000,
12,1,0.0000000000,0.9700000000,0.0300000000,
12,2,0.0000000000,0.0000000000,1.0000000000,
13,0,0.9889513245,0.0110486755,0.0000000000,
13,1,0.0000000000,0.9700000000,0.0300000000,
13,2,0.0000000000,0.0000000000,1.0000000000,
14,0,0.9883211963,0.0116788037,0.0000000000,
14,1,0.0000000000,0.9700000000,0.0300000000,
14,2,0.0000000000,0.0000000000,1.0000000000,
15,0,0.9876673761,0.0123326239,0.0000000000,
15,1,0.0000000000,0.9700000000,0.0300000000,
15,2,0.0000000000,0.0000000000,1.0000000000,
16,0,0.9869904308,0.0130095692,0.0000000000,
16,1,0.0000000000,0.9700000000,0.0300000000,
16,2,0.0000000000,0.0000000000,1.0000000000,
17,0,0.9862911211,0.0137088789,0.0000000000,
17,1,0.0000000000,0.9700000000,0.0300000000,
17,2,0.0000000000,0.0000000000,1.0000000000,
18,0,0.9855704118,0.0144295882,0.0000000000,
18,1,0.0000000000,0.9700000000,0.0300000000,
18,2,0.0000000000,0.0000000000,1.0000000000,
19,0,0.9848294798,0.0151705202,0.0000000000,
19,1,0.0000000000,0.9700000000,0.0300000000,
19,2,0.0000000000,0.0000000000,1.0000000000,
20,0,0.9840697200,0.0159302800,0.0000000000,
20,1,0.0000000000,0.9700000000,0.0300000000,
20,2,0.0000000000,0.0000000000,1.0000000000,
21,0,0.9832927483,0.0167072517,0.0000000000,
21,1,0.0000000000,0.9700000000,0.0300000000,
21,2,0.0000000000,0.0000000000,1.0000000000,
22,0,0.9825004015,0.0174995985,0.0000000000,
22,1,0.0000000000,0.9700000000,0.0300000000,
22,2,0.0000000000,0.0000000000,1.0000000000,
23,0,0.9816947334,0.0183052666,0.0000000000,
23,1,0.0000000000,0.9700000000,0.0300000000,
23,2,0.0000000000,0.0000000000,1.0000000000,
24,0,0.9808780077,0.0191219923,0.0000000000,
24,1,0.0000000000,0.9700000000,0.0300000000,
24,2,0.0000000000,0.0000000000,1.0000000000,
25,0,0.9800526865,0.0199473135,0.0000000000,
25,1,0.0000000000,0.9700000000,0.0300000000,
25,2,0.0000000000,0.0000000000,1.0000000000,
26,0,0.9792214150,0.0207785850,0.0000000000,
26,1,0.0000000000,0.9700000000,0.0300000000,
26,2,0.0000000000,0.0000000000,1.0000000000,
27,0,0.9783870028,0.0216129972,0.0000000000,
27,1,0.0000000000,0.9700000000,0.0300000000,
27,2,0.0000000000,0.0000000000,1.0000000000,
28,0,0.9775524007,0.0224475993,0.0000000000,
28,1,0.0000000000,0.9700000000,0.0300000000,
28,2,0.0000000000,0.0000000000,1.0000000000,
29,0,0.9767206746,0.0232793254,0.0000000000,
29,1,0.0000000000,0.9700000000,0.0300000000,
29,2,0.0000000000,0.0000000000,1.0000000000,
30,0,0.9758949761,0.0241050239,0.0000000000,
30,1,0.0000000000,0.9700000000,0.0300000000,
30,2,0.0000000000,0.0000000000,1.0000000000,
31,0,0.9750785113,0.0249214887,0.0000000000,
31,1,0.0000000000,0.9700000000,0.0300000000,
31,2,0.0000000000,0.0000000000,1.0000000000,
32,0,0.9742745064,0.0257254936,0.0000000000,
32,1,0.0000000000,0.9700000000,0.0300000000,
32,2,0.0000000000,0.0000000000,1.0000000000,
33,0,0.9734861737,0.0265138263,0.0000000000,
33,1,0.0000000000,0.9700000000,0.0300000000,
33,2,0.0000000000,0.0000000000,1.0000000000,
34,0,0.9727166759,0.0272833241,0.0000000000,
34,1,0.0000000000,0.9700000000,0.0300000000,
34,2,0.0000000000,0.0000000000,1.0000000000,
35,0,0.9719690917,0.0280309083,0.0000000000,
35,1,0.0000000000,0.9700000000,0.0300000000,
35,2,0.0000000000,0.0000000000,1.0000000000,
36,0,0.9712463818,0.0287536182,0.0000000000,
36,1,0.0000000000,0.9700000000,0.0300000000,
36,2,0.0000000000,0.0000000000,1.0000000000,
37,0,0.9705513574,0.0294486426,0.0000000000,
37,1,0.0000000000,0.9700000000,0.0300000000,
37,2,0.0000000000,0.0000000000,1.0000000000,
38,0,0.9698866509,0.0301133491,0.0000000000,
38,1,0.0000000000,0.9700000000,0.0300000000,
38,2,0.0000000000,0.0000000000,1.0000000000,
39,0,0.9692546898,0.0307453102,0.0000000000,
39,1,0.0000000000,0.9700000000,0.0300000000,
39,2,0.0000000000,0.0000000000,1.0000000000,
40,0,0.9686576745,0.0313423255,0.0000000000,
40,1,0.0000000000,0.9700000000,0.0300000000,
40,2,0.0000000000,0.0000000000,1.0000000000,
41,0,0.9680975596,0.0319024404,0.0000000000,
41,1,0.0000000000,0.9700000000,0.0300000000,
41,2,0.0000000000,0.0000000000,1.0000000000,
42,0,0.9675760399,0.0324239601,0.0000000000,
42,1,0.0000000000,0.9700000000,0.0300000000,
42,2,0.0000000000,0.0000000000,1.0000000000,
43,0,0.9670945410,0.0329054590,0.0000000000,
43,1,0.0000000000,0.9700000000,0.0300000000,
43,2,0.0000000000,0.0000000000,1.0000000000,
44,0,0.9666542133,0.0333457867,0.0000000000,
44,1,0.0000000000,0.9700000000,0.0300000000,
44,2,0.0000000000,0.0000000000,1.0000000000,
45,0,0.9662559317,0.0337440683,0.0000000000,
45,1,0.0000000000,0.9700000000,0.0300000000,
45,2,0.0000000000,0.0000000000,1.0000000000,
46,0,0.9659002976,0.0340997024,0.0000000000,
46,1,0.0000000000,0.9700000000,0.0300000000,
46,2,0.0000000000,0.0000000000,1.0000000000,
47,0,0.9655876462,0.0344123538,0.0000000000,
47,1,0.0000000000,0.9700000000,0.0300000000,
47,2,0.0000000000,0.0000000000,1.0000000000,
48,0,0.9653180559,0.0346819441,0.0000000000,
48,1,0.0000000000,0.9700000000,0.0300000000,
48,2,0.0000000000,0.0000000000,1.0000000000,
49,0,0.9650913614,0.0349086386,0.0000000000,
49,1,0.0000000000,0.9700000000,0.0300000000,
49,2,0.0000000000,0.0000000000,1.0000000000,
50,0,0.9649071683,0.0350928317,0.0000000000,
50,1,0.0000000000,0.9700000000,0.0300000000,
50,2,0.0000000000,0.0000000000,1.0000000000,
51,0,0.9647648706,0.0352351294,0.0000000000,
51,1,0.0000000000,0.9700000000,0.0300000000,
51,2,0.0000000000,0.0000000000,1.0000000000,
52,0,0.9646636688,0.0353363312,0.0000000000,
52,1,0.0000000000,0.9700000000,0.0300000000,
52,2,0.0000000000,0.0000000000,1.0000000000,
53,0,0.9646025894,0.0353974106,0.0000000000,
53,1,0.0000000000,0.9700000000,0.0300000000,
53,2,0.0000000000,0.0000000000,1.0000000000,
54,0,0.9645805045,0.0354194955,0.0000000000,
54,1,0.0000000000,0.9700000000,0.0300000000,
54,2,0.0000000000,0.0000000000,1.0000000000,
55,0,0.9645961522,0.0354038478,0.0000000000,
55,1,0.0000000000,0.9700000000,0.0300000000,
55,2,0.0000000000,0.0000000000,1.0000000000,
56,0,0.9646481563,0.0353518437,0.0000000000,
56,1,0.0000000000,0.9700000000,0.0300000000,
56,2,0.0000000000,0.0000000000,1.0000000000,
57,0,0.9647350451,0.0352649549,0.0000000000,
57,1,0.0000000000,0.9700000000,0.0300000000,
57,2,0.0000000000,0.0000000000,1.0000000000,
58,0,0.9648552707,0.0351447293,0.0000000000,
58,1,0.0000000000,0.9700000000,0.0300000000,
58,2,0.0000000000,0.0000000000,1.0000000000,
59,0,0.9650072257,0.0349927743,0.0000000000,
59,1,0.0000000000,0.9700000000,0.0300000000,
59,2,0.0000000000,0.0000000000,1.0000000000,
60,0,0.9651892604,0.0348107396,0.0000000000,
60,1,0.0000000000,0.9700000000,0.0300000000,
60,2,0.0000000000,0.0000000000,1.0000000000,
61,0,0.9653996973,0.0346003027,0.0000000000,
61,1,0.0000000000,0.9700000000,0.0300000000,
61,2,0.0000000000,0.0000000000,1.0000000000,
62,0,0.9656368454,0.0343631546,0.0000000000,
62,1,0.0000000000,0.9700000000,0.0300000000,
62,2,0.0000000000,0.0000000000,1.0000000000,
63,0,0.9658990125,0.0341009875,0.0000000000,
63,1,0.0000000000,0.9700000000,0.0300000000,
63,2,0.0000000000,0.0000000000,1.0000000000,
64,0,0.9661845166,0.0338154834,0.0000000000,
64,1,0.0000000000,0.9700000000,0.0300000000,
64,2,0.0000000000,0.0000000000,1.0000000000,
65,0,0.9664916957,0.0335083043,0.0000000000,
65,1,0.0000000000,0.9700000000,0.0300000000,
65,2,0.0000000000,0.0000000000,1.0000000000,
66,0,0.9668189163,0.0331810837,0.0000000000,
66,1,0.0000000000,0.9700000000,0.0300000000,
66,2,0.0000000000,0.0000000000,1.0000000000,
67,0,0.9671645810,0.0328354190,0.0000000000,
67,1,0.0000000000,0.9700000000,0.0300000000,
67,2,0.0000000000,0.0000000000,1.0000000000,
68,0,0.9675271345,0.0324728655,0.0000000000,
68,1,0.0000000000,0.9700000000,0.0300000000,
68,2,0.0000000000,0.0000000000,1.0000000000,
69,0,0.9679050690,0.0320949310,0.0000000000,
69,1,0.0000000000,0.9700000000,0.0300000000,
69,2,0.0000000000,0.0000000000,1.0000000000,
70,0,0.9682969282,0.0317030718,0.0000000000,
70,1,0.0000000000,0.9700000000,0.0300000000,
70,2,0.0000000000,0.0000000000,1.0000000000,
71,0,0.9687013105,0.0312986895,0.0000000000,
71,1,0.0000000000,0.9700000000,0.0300000000,
71,2,0.0000000000,0.0000000000,1.0000000000,
72,0,0.9691168717,0.0308831283,0.0000000000,
72,1,0.0000000000,0.9700000000,0.0300000000,
72,2,0.0000000000,0.0000000000,1.0000000000,
73,0,0.9695423265,0.0304576735,0.0000000000,
73,1,0.0000000000,0.9700000000,0.0300000000,
73,2,0.0000000000,0.0000000000,1.0000000000,
74,0,0.9699764496,0.0300235504,0.0000000000,
74,1,0.0000000000,0.9700000000,0.0300000000,
74,2,0.0000000000,0.0000000000,1.0000000000,
75,0,0.9704180762,0.0295819238,0.0000000000,
75,1,0.0000000000,0.9700000000,0.0300000000,
75,2,0.0000000000,0.0000000000,1.0000000000,
76,0,0.9708661022,0.0291338978,0.0000000000,
76,1,0.0000000000,0.9700000000,0.0300000000,
76,2,0.0000000000,0.0000000000,1.0000000000,
77,0,0.9713194834,0.0286805166,0.0000000000,
77,1,0.0000000000,0.9700000000,0.0300000000,
77,2,0.0000000000,0.0000000000,1.0000000000,
78,0,0.9717772347,0.0282227653,0.0000000000,
78,1,0.0000000000,0.9700000000,0.0300000000,
78,2,0.0000000000,0.0000000000,1.0000000000,
79,0,0.9722384295,0.0277615705,0.0000000000,
79,1,0.0000000000,0.9700000000,0.0300000000,
79,2,0.0000000000,0.0000000000,1.0000000000,
80,0,0.9727021977,0.0272978023,0.0000000000,
80,1,0.0000000000,0.9700000000,0.0300000000,
80,2,0.0000000000,0.0000000000,1.0000000000,
81,0,0.9731677247,0.0268322753,0.0000000000,
81,1,0.0000000000,0.9700000000,0.0300000000,
81,2,0.0000000000,0.0000000000,1.0000000000,
82,0,0.9736342490,0.0263657510,0.0000000000,
82,1,0.0000000000,0.9700000000,0.0300000000,
82,2,0.0000000000,0.0000000000,1.0000000000,
83,0,0.9741010610,0.0258989390,0.0000000000,
83,1,0.0000000000,0.9700000000,0.0300000000,
83,2,0.0000000000,0.0000000000,1.0000000000,
84,0,0.9745675006,0.0254324994,0.0000000000,
84,1,0.0000000000,0.9700000000,0.0300000000,
84,2,0.0000000000,0.0000000000,1.0000000000,
85,0,0.9750329556,0.0249670444,0.0000000000,
85,1,0.0000000000,0.9700000000,0.0300000000,
85,2,0.0000000000,0.0000000000,1.0000000000,
86,0,0.9754968589,0.0245031411,0.0000000000,
86,1,0.0000000000,0.9700000000,0.0300000000,
86,2,0.0000000000,0.0000000000,1.0000000000,
87,0,0.9759586874,0.0240413126,0.0000000000,
87,1,0.0000000000,0.9700000000,0.0300000000,
87,2,0.0000000000,0.0000000000,1.0000000000,
88,0,0.9764179591,0.0235820409,0.0000000000,
88,1,0.0000000000,0.9700000000,0.0300000000,
88,2,0.0000000000,0.0000000000,1.0000000000,
89,0,0.9768742315,0.0231257685,0.0000000000,
89,1,0.0000000000,0.9700000000,0.0300000000,
89,2,0.0000000000,0.0000000000,1.0000000000,
90,0,0.9773270993,0.0226729007,0.0000000000,
90,1,0.0000000000,0.9700000000,0.0300000000,
90,2,0.0000000000,0.0000000000,1.0000000000,
91,0,0.9777761927,0.0222238073,0.0000000000,
91,1,0.0000000000,0.9700000000,0.0300000000,
91,2,0.0000000000,0.0000000000,1.0000000000,
92,0,0.9782211751,0.0217788249,0.0000000000,
92,1,0.0000000000,0.9700000000,0.0300000000,
92,2,0.0000000000,0.0000000000,1.0000000000,
93,0,0.9786617415,0.0213382585,0.0000000000,
93,1,0.0000000000,0.9700000000,0.0300000000,
93,2,0.0000000000,0.0000000000,1.0000000000,
94,0,0.9790976167,0.0209023833,0.0000000000,
94,1,0.0000000000,0.9700000000,0.0300000000,
94,2,0.0000000000,0.0000000000,1.0000000000,
95,0,0.9795285531,0.0204714469,0.0000000000,
95,1,0.0000000000,0.9700000000,0.0300000000,
95,2,0.0000000000,0.0000000000,1.0000000000,
96,0,0.9799543295,0.0200456705,0.0000000000,
96,1,0.0000000000,0.9700000000,0.0300000000,
96,2,0.0000000000,0.0000000000,1.0000000000,
97,0,0.9803747493,0.0196252507,0.0000000000,
97,1,0.0000000000,0.9700000000,0.0300000000,
97,2,0.0000000000,0.0000000000,1.0000000000,
98,0,0.9807896389,0.0192103611,0.0000000000,
98,1,0.0000000000,0.9700000000,0.0300000000,
98,2,0.0000000000,0.0000000000,1.0000000000,
99,0,0.9811988460,0.0188011540,0.0000000000,
99,1,0.0000000000,0.9700000000,0.0300000000,
99,2,0.0000000000,0.0000000000,1.0000000000,
